group,layer,head,enrichment_uid,enrichment_date
seen,11,7,0.3654294013977051,0.4320825934410095
seen,11,8,0.06460069864988327,0.013284827582538128
seen,11,9,0.4003123939037323,0.47107061743736267
seen,11,10,0.12284326553344727,0.04260235279798508
seen,11,11,0.1408057063817978,0.038121070712804794
unseen,0,0,0.845061719417572,0.9979476928710938
unseen,0,1,1.1642042398452759,0.9808509349822998
unseen,0,2,1.0564351081848145,0.9956806898117065
unseen,0,3,1.0194827318191528,1.012765645980835
unseen,0,4,1.2545359134674072,1.0769679546356201
unseen,0,5,0.5591444969177246,0.8675981163978577
unseen,0,6,0.5607022047042847,0.9890364408493042
unseen,0,7,1.031598448753357,0.9320106506347656
unseen,0,8,1.0787315368652344,0.9615013003349304
unseen,0,9,0.736097514629364,1.0222911834716797
unseen,0,10,1.221760869026184,1.052986741065979
unseen,0,11,1.0847405195236206,1.0221434831619263
unseen,1,0,0.4573614001274109,0.6949576735496521
unseen,1,1,0.6658673286437988,0.5970584750175476
unseen,1,2,0.8062635660171509,1.0041745901107788
unseen,1,3,0.19648148119449615,0.42576056718826294
unseen,1,4,0.3176116645336151,0.6060435175895691
unseen,1,5,0.4672853946685791,0.36866721510887146
unseen,1,6,0.45929577946662903,0.5181408524513245
unseen,1,7,1.2590914964675903,0.600635290145874
unseen,1,8,0.9401642084121704,0.4604657292366028
unseen,1,9,0.28610149025917053,0.27811121940612793
unseen,1,10,0.24188704788684845,0.320398211479187
unseen,1,11,0.5634077787399292,0.6859371662139893
unseen,2,0,0.4086843430995941,0.5420976877212524
unseen,2,1,0.9439343810081482,0.6946115493774414
unseen,2,2,0.10880563408136368,0.13057531416416168
unseen,2,3,0.5099554061889648,0.7132609486579895
unseen,2,4,0.8073862195014954,0.49753430485725403
unseen,2,5,0.6788043975830078,0.5266568660736084
unseen,2,6,0.2966475784778595,0.5721370577812195
unseen,2,7,0.8003765344619751,0.670438826084137
unseen,2,8,0.828086256980896,0.6692584156990051
unseen,2,9,0.5863217711448669,0.5266910195350647
unseen,2,10,0.5096432566642761,0.5005544424057007
unseen,2,11,0.2628899812698364,0.31583133339881897
unseen,3,0,0.37602701783180237,0.31905123591423035
unseen,3,1,0.3034869134426117,0.4169747531414032
unseen,3,2,0.5389354825019836,0.5982863903045654
unseen,3,3,0.7265771627426147,0.6085118055343628
unseen,3,4,0.11146387457847595,0.14979474246501923
unseen,3,5,0.49653851985931396,0.5335688591003418
unseen,3,6,0.5496432185173035,0.5251907706260681
unseen,3,7,0.5658974051475525,0.4978905916213989
unseen,3,8,0.5192645788192749,0.6786931753158569
unseen,3,9,0.4442220628261566,0.8112390637397766
unseen,3,10,0.12747935950756073,0.3174414336681366
unseen,3,11,0.5530835390090942,0.7657908797264099
unseen,4,0,0.8347615003585815,0.716143012046814
unseen,4,1,1.1707592010498047,0.9915646314620972
unseen,4,2,0.5238789319992065,0.5502330660820007
unseen,4,3,0.3513771593570709,0.49395647644996643
unseen,4,4,0.6531462669372559,0.47034895420074463
unseen,4,5,0.6869326829910278,0.5414806604385376
unseen,4,6,0.08489164710044861,0.2464103400707245
unseen,4,7,0.5339667201042175,0.3930109739303589
unseen,4,8,0.9814936518669128,0.8975429534912109
unseen,4,9,1.0305545330047607,0.6426414847373962
unseen,4,10,1.0636547803878784,0.7177246809005737
unseen,4,11,0.758763313293457,0.5332360863685608
unseen,5,0,0.4201613664627075,0.4405583143234253
unseen,5,1,0.8069617748260498,0.927567183971405
unseen,5,2,0.2661302387714386,0.22878196835517883
unseen,5,3,0.7362547516822815,0.7011428475379944
unseen,5,4,0.9829280376434326,0.6040444374084473
unseen,5,5,0.1647411733865738,0.5022423267364502
unseen,5,6,0.2869530916213989,0.18338604271411896
unseen,5,7,0.7198156714439392,0.886692464351654
unseen,5,8,0.5332909226417542,0.5215197801589966
unseen,5,9,0.38238009810447693,0.5510446429252625
unseen,5,10,0.6186288595199585,0.5264770984649658
unseen,5,11,0.5733943581581116,0.5802605748176575
unseen,6,0,1.1051173210144043,0.258249968290329
unseen,6,1,1.388994574546814,0.48947224020957947
unseen,6,2,0.6336519718170166,0.16715256869792938
unseen,6,3,0.8442312479019165,0.519753634929657
unseen,6,4,0.5675569772720337,0.6077423095703125
unseen,6,5,0.49939700961112976,0.46452465653419495
unseen,6,6,0.3809499740600586,0.5386484861373901
unseen,6,7,0.5320137143135071,0.5829304456710815
unseen,6,8,1.5798181295394897,0.4886239171028137
unseen,6,9,0.924462616443634,0.12545406818389893
unseen,6,10,0.6183887124061584,0.3519829511642456
unseen,6,11,1.505448818206787,0.48154759407043457
unseen,7,0,1.2431052923202515,1.0548700094223022
unseen,7,1,0.9186517000198364,0.6010517477989197
unseen,7,2,0.7910606861114502,0.3020423948764801
unseen,7,3,0.4528711140155792,0.3211763799190521
unseen,7,4,0.5607882142066956,0.5157361030578613
unseen,7,5,1.190983533859253,0.7640655636787415
unseen,7,6,0.7393811941146851,0.899574875831604
unseen,7,7,0.6729711890220642,0.2561289370059967
unseen,7,8,1.0824012756347656,0.9800487160682678
unseen,7,9,1.7297240495681763,0.3601749539375305
unseen,7,10,0.548098087310791,0.39267921447753906
unseen,7,11,0.7921210527420044,0.5494036078453064
unseen,8,0,0.675301194190979,0.6995246410369873
unseen,8,1,0.6145805716514587,0.6022863388061523
unseen,8,2,0.9076700806617737,0.5661606788635254
unseen,8,3,0.6137567758560181,0.42868149280548096
unseen,8,4,0.860957145690918,0.4910488724708557
unseen,8,5,0.9652153849601746,0.5621541738510132
unseen,8,6,1.1665434837341309,0.6533989310264587
unseen,8,7,1.099452018737793,1.0094754695892334
unseen,8,8,0.4681152403354645,0.20745861530303955
unseen,8,9,0.9536961913108826,0.5485969185829163
unseen,8,10,0.5860069394111633,0.5986167788505554
unseen,8,11,0.854982316493988,0.864417552947998
unseen,9,0,0.9048128128051758,0.3935635983943939
unseen,9,1,0.7978574633598328,0.5354620814323425
unseen,9,2,0.6609973907470703,0.6890186667442322
unseen,9,3,0.6032068133354187,0.42070579528808594
unseen,9,4,1.1904335021972656,0.804757833480835
unseen,9,5,1.0025705099105835,0.5878481268882751
unseen,9,6,0.7070566415786743,0.7929412722587585
unseen,9,7,0.5508638620376587,0.7099582552909851
unseen,9,8,0.45657050609588623,0.3529379367828369
unseen,9,9,0.803322970867157,0.7125315070152283
unseen,9,10,0.8181372880935669,0.5248045325279236
unseen,9,11,0.8059391975402832,0.5469504594802856
unseen,10,0,0.9851614832878113,0.3790172040462494
unseen,10,1,1.1970317363739014,0.5421085953712463
unseen,10,2,1.0322593450546265,0.5625398755073547
unseen,10,3,2.219175100326538,0.6000983119010925
unseen,10,4,0.9591533541679382,0.6950581073760986
unseen,10,5,3.7909505367279053,0.7549737095832825
unseen,10,6,0.8109629154205322,0.45907920598983765
unseen,10,7,1.2475491762161255,0.2873166501522064
unseen,10,8,0.9750148057937622,0.7586808800697327
unseen,10,9,3.289201498031616,0.5059665441513062
unseen,10,10,0.693220853805542,0.45994701981544495
unseen,10,11,0.5848789215087891,0.5309090614318848
unseen,11,0,0.09947888553142548,0.02194341830909252
unseen,11,1,0.42614275217056274,0.0775725245475769
unseen,11,2,0.00765216862782836,0.022703861817717552
unseen,11,3,0.47692999243736267,0.15264937281608582
unseen,11,4,0.015730975195765495,0.0051727499812841415
unseen,11,5,0.1936093419790268,0.04746492579579353
unseen,11,6,0.6369761824607849,0.42602935433387756
unseen,11,7,0.058870937675237656,0.2529029846191406
unseen,11,8,0.03755702078342438,0.010365529917180538
unseen,11,9,1.0938892364501953,0.5378608703613281
unseen,11,10,0.06368058174848557,0.035395827144384384
unseen,11,11,0.12542730569839478,0.03975379839539528
seen_own_id,0,0,0.944713830947876,0.9930568337440491
seen_own_id,0,1,1.326034426689148,0.9754762649536133
seen_own_id,0,2,1.0241210460662842,1.0138227939605713
seen_own_id,0,3,1.1688600778579712,1.0022629499435425
seen_own_id,0,4,1.370635986328125,1.096949577331543
seen_own_id,0,5,0.5249817371368408,0.8753855228424072
seen_own_id,0,6,0.5835875272750854,0.976547360420227
