mass_uid_tokens,mass_date_tokens,mass_cls,mass_content,enrichment_uid,enrichment_date,enrichment_content,n_uid_tokens,n_date_tokens,seq_len,group
0.08034195005893707,0.030041851103305817,0.435322642326355,0.45429355651140213,1.2211976408958436,0.253686742650138,0.5660050868010912,5,9,76,seen
0.03968308866024017,0.01797918975353241,0.45454809069633484,0.4877896308898926,0.5873097121715546,0.14782889352904424,0.6118039438280009,5,9,74,seen
0.03925348073244095,0.017345592379570007,0.4530704617500305,0.4903304651379585,0.494593857228756,0.12141914665699005,0.6435587354935706,5,9,63,seen
0.06980280578136444,0.031920887529850006,0.4167557656764984,0.48152054101228714,1.0749632090330126,0.27310092664427227,0.598017446095905,5,9,77,seen
0.0508420430123806,0.02795095555484295,0.4199870824813843,0.5012199189513922,0.7016201935708523,0.21429065925379595,0.6404476742156677,5,9,69,seen
0.057940348982810974,0.02139316499233246,0.45046502351760864,0.4702014625072479,0.7184603273868561,0.14737513661384583,0.6202657590521143,5,9,62,seen
0.07412520796060562,0.04330556467175484,0.37190568447113037,0.5106635428965092,0.9932777866721154,0.3223858703341749,0.6579703341166561,5,9,67,seen
0.12203096598386765,0.017571348696947098,0.4659474194049835,0.39445026591420174,0.6589672163128854,0.05271404609084129,0.8875130983069539,5,9,27,seen
0.12661105394363403,0.0474872849881649,0.43918201327323914,0.38671964779496193,0.6583774805068969,0.13718548996580973,0.9140646220608191,5,9,26,seen
0.1586102694272995,0.012877842411398888,0.4482315480709076,0.380280340090394,0.8564954549074173,0.03863352723419666,0.8556307652033865,5,9,27,seen
0.03297866880893707,0.015011402778327465,0.4477275609970093,0.5042823674157262,0.4748928308486938,0.12009122222661972,0.6369882535777595,5,9,72,seen
0.04823286831378937,0.021010056138038635,0.41825079917907715,0.5125062763690948,0.8585450559854507,0.20776611069838208,0.6163926837412086,5,9,89,seen
0.0819753035902977,0.03875916078686714,0.41384056210517883,0.4654249735176563,1.1968394324183464,0.31437985971570015,0.585793501151533,5,9,73,seen
0.04602246358990669,0.024074126034975052,0.39812472462654114,0.5317786857485771,0.7915863737463951,0.2300416487786505,0.6441262954137694,5,9,86,seen
0.031123120337724686,0.01345748919993639,0.4626484811306,0.49277090933173895,0.5788900382816792,0.13906072173267603,0.5875345457416887,5,9,93,seen
0.03262513503432274,0.01025412417948246,0.45488500595092773,0.5022357348352671,0.5089521065354348,0.08886907622218132,0.6218156717008069,5,9,78,seen
0.04616350680589676,0.013848518952727318,0.4368841350078583,0.5031038392335176,0.8032450184226037,0.13386901654303074,0.6079171390738338,5,9,87,seen
