group,mass_date_tokens,mass_cls,mass_content,enrichment_date,enrichment_content,n_date_tokens,seq_len
is_words,0.26368187987195546,0.14385478698438214,0.5924633331436624,0.6374714240294702,1.1087195609266662,9.154838709677419,22.441935483870967
not_is_words,0.06961662591177661,0.12382960371220718,0.8065537703760162,0.5356941228611676,0.9411737965242122,9.102850061957868,74.13258983890954
seen,0.1734363445096967,0.13016021721108112,0.6964034382792222,0.6371622629402063,0.9955723220942545,9.239884393063583,48.994219653179194
seen_own_id,0.1940685261007162,0.12379002091657719,0.6821414529827066,0.7115114189586851,0.9613173572674019,9.501510574018127,50.9607250755287
seen_unknown,0.15451874864646273,0.13600103431213595,0.7094802170414013,0.5689917071448698,1.0269806139438062,9.0,47.19113573407202
unseen,0.17357589951293034,0.1374589203647449,0.6889651801223248,0.5590787517145902,1.0542587546101576,9.058373205741626,44.777033492822966
