mass_date_tokens,mass_cls,mass_content,enrichment_date,enrichment_content,n_date_tokens,seq_len,group
0.01652337610721588,0.3841882050037384,0.5992884188890457,0.14540570974349976,0.6849010501589093,10,88,seen
0.015610961243510246,0.4073195457458496,0.5770694930106401,0.11708220932632685,0.6762533121218439,10,75,seen
0.02130555547773838,0.36569729447364807,0.6129971500486135,0.1853583326563239,0.701720421766176,10,87,seen
0.019532978534698486,0.40734365582466125,0.5731233656406403,0.1445440411567688,0.6731925247207521,10,74,seen
0.029129834845662117,0.2820549011230469,0.688815264031291,0.2213867448270321,0.8053840010212018,10,76,seen
0.0398479662835598,0.2958868741989136,0.6642651595175266,0.35066210329532627,0.7591601823057447,10,88,seen
0.008127426728606224,0.372929185628891,0.6189433876425028,0.0910271793603897,0.6863530635243595,10,112,seen
0.04249003157019615,0.27880850434303284,0.678701464086771,0.34416925571858886,0.7853545513004065,10,81,seen
0.019192036241292953,0.3843581974506378,0.5964497663080692,0.14777867905795575,0.6958580606927475,10,77,seen
0.018708469346165657,0.3958590626716614,0.585432467982173,0.16089283637702465,0.6712958966195584,10,86,seen
0.017346398904919624,0.3944620192050934,0.588191581889987,0.1665254294872284,0.6643104924875147,10,96,seen
0.029657751321792603,0.26444074511528015,0.7059015035629272,0.21057003438472746,0.8353167792161306,10,71,seen
0.01673024892807007,0.39363861083984375,0.5896311402320862,0.13718804121017455,0.6809824436483249,10,82,seen
0.012701237574219704,0.4092796742916107,0.5780190881341696,0.13209287077188492,0.6463869372683186,10,104,seen
0.014470310881733894,0.39834991097450256,0.5871797781437635,0.10997436270117761,0.686548663675785,10,76,seen
0.023204315453767776,0.4118907153606415,0.5649049691855907,0.17403236590325832,0.6619980107643642,10,75,seen
0.012598875910043716,0.402157723903656,0.5852434001863003,0.1285085342824459,0.6559871079011278,10,102,seen
0.018724167719483376,0.3682432472705841,0.6130325850099325,0.1198346734046936,0.7402657630308619,10,64,seen
0.010525024496018887,0.42456936836242676,0.5649056071415544,0.08735770331695676,0.6512106304548474,10,83,seen
0.008914357051253319,0.41164812445640564,0.579437518492341,0.07577203493565321,0.6655701225925539,10,85,seen
0.010093623772263527,0.4002445340156555,0.589661842212081,0.10497368723154067,0.6594067912909292,10,104,seen
0.029907546937465668,0.3574070930480957,0.6126853600144386,0.1973898097872734,0.7352224320173263,10,66,seen
0.012837553396821022,0.39739781618118286,0.5897646304219961,0.112970469892025,0.6740167204822812,10,88,seen
0.01563415862619877,0.3898369073867798,0.5945289339870214,0.13289034832268953,0.6829048566067139,10,85,seen
0.030839595943689346,0.3243626356124878,0.6447977684438229,0.24054884836077692,0.7506600886360923,10,78,seen
0.02488267980515957,0.362189382314682,0.6129279378801584,0.288639085739851,0.6771394361342703,10,116,seen
0.03323778510093689,0.256071001291275,0.7106912136077881,0.2226931601762772,0.8502912734236037,10,67,seen
0.01997007429599762,0.33657336235046387,0.6434565633535385,0.15376957207918168,0.7506993239124616,10,77,seen
0.019902026280760765,0.35434669256210327,0.625751281157136,0.1532456023618579,0.730043161349992,10,77,seen
0.026858806610107422,0.34274107217788696,0.6304001212120056,0.17995400428771974,0.7542287164500782,10,67,seen
0.016822533681988716,0.37472453713417053,0.6084529291838408,0.12953350935131314,0.7098617507144809,10,77,seen
0.03802969679236412,0.286308228969574,0.6756620742380619,0.3156464833766222,0.778888224468877,10,83,seen
0.024783123284578323,0.3904287815093994,0.5847880952060223,0.18835173696279528,0.6837522343947338,10,76,seen
0.015082504600286484,0.38432401418685913,0.6005934812128544,0.1282012891024351,0.6898708905823328,10,85,seen
0.027125079184770584,0.3479287624359131,0.6249461583793163,0.24683822058141233,0.7108762551564723,10,91,seen
0.011444173753261566,0.38236454129219055,0.6061912849545479,0.094986642152071,0.6988038423781594,10,83,seen
0.04092814773321152,0.28133657574653625,0.6777352765202522,0.3028682932257652,0.7960700073412487,10,74,seen
0.006946999579668045,0.37171751260757446,0.6213354878127575,0.07919579520821572,0.6876917049578093,10,114,seen
0.017968274652957916,0.35806912183761597,0.6239626035094261,0.14015254229307175,0.726404224981123,10,78,seen
0.032844386994838715,0.36187997460365295,0.6052756384015083,0.22662627026438711,0.7200692939604151,10,69,seen
0.019796427339315414,0.39663922786712646,0.5835643447935581,0.15045284777879717,0.6823213877586218,10,76,seen
0.03520827367901802,0.2714311182498932,0.6933606080710888,0.27814536206424234,0.8055218829061178,10,79,seen
0.025249246507883072,0.3038681149482727,0.6708826385438442,0.17421980090439318,0.7981190010262975,10,69,seen
0.010479609481990337,0.4094008505344391,0.5801195399835706,0.08593279775232077,0.6699972151922928,10,82,seen
0.02564486861228943,0.3532295525074005,0.6211255788803101,0.2564486861228943,0.6978939088542809,10,100,seen
0.028569050133228302,0.4055437743663788,0.5658871755003929,0.19426954090595244,0.6750934725267845,10,68,seen
0.04172449931502342,0.3668873906135559,0.5913881100714207,0.32962354458868504,0.6870538337594446,10,79,seen
0.010222049430012703,0.39765775203704834,0.592120198532939,0.10324269924312829,0.6644904450202982,10,101,seen
0.019269796088337898,0.3794383406639099,0.6012918632477522,0.15030440948903562,0.7000114228854429,10,78,seen
0.012282201088964939,0.3394276201725006,0.6482901787385345,0.1449299728497863,0.7149368326275426,10,118,seen
0.051681406795978546,0.3513377606868744,0.5969808325171471,0.41861939504742623,0.690792106198413,10,81,seen
0.021076327189803123,0.40178975462913513,0.5771339181810617,0.17914878111332655,0.6629240952079763,10,85,seen
0.013665854930877686,0.3768625259399414,0.6094716191291809,0.14212489128112793,0.6815596601014496,10,104,seen
0.04028349369764328,0.26535704731941223,0.6943594589829445,0.3021262027323246,0.8137024909956381,10,75,seen
0.0246085524559021,0.39406463503837585,0.581326812505722,0.18702499866485597,0.6797051961605366,10,76,seen
0.01334395445883274,0.42127087712287903,0.5653851684182882,0.11609240379184485,0.6472172322683036,10,87,seen
0.028456375002861023,0.2709681987762451,0.7005754262208939,0.23049663752317429,0.8106658503413201,10,81,seen
0.0262670386582613,0.2827156186103821,0.6910173427313566,0.20225619766861203,0.8061868998532494,10,77,seen
0.01337009109556675,0.39660710096359253,0.5900228079408407,0.11498278342187405,0.6765594864388307,10,86,seen
0.013261199928820133,0.4070015251636505,0.5797372749075294,0.11537243938073516,0.663646617328356,10,87,seen
0.0214390829205513,0.3532780110836029,0.6252829059958458,0.15221748873591423,0.7399181054284175,10,71,seen
0.04334975779056549,0.4724980592727661,0.4841521829366684,0.10596607459916008,0.8876123353838922,9,22,seen
0.0607188418507576,0.45208409428596497,0.48719706386327744,0.15517037361860275,0.8619640360657986,9,23,seen
0.0662006065249443,0.4543474316596985,0.4794519618153572,0.1544680818915367,0.9153173816475001,9,21,seen
0.05139149725437164,0.4587133228778839,0.48989517986774445,0.13133382631672752,0.8667376259198556,9,23,seen
0.06129947304725647,0.4559288024902344,0.48277172446250916,0.14984315633773804,0.8850814948479335,9,22,seen
0.07139814645051956,0.4739026725292206,0.45469918102025986,0.17452880243460336,0.8336151652038098,9,22,seen
0.056699320673942566,0.4704591631889343,0.4728415161371231,0.14489826394451988,0.8365657593195256,9,23,seen
0.05658411607146263,0.4653133451938629,0.47810253873467445,0.13831672817468643,0.8765213210135699,9,22,seen
0.05016058683395386,0.4603773355484009,0.48946207761764526,0.12261476781633164,0.8973471422990164,9,22,seen
0.03660809248685837,0.4097902476787567,0.5536016598343849,0.11389184329244825,0.8611581375201542,9,28,seen
0.03490066155791283,0.43172505497932434,0.5333742834627628,0.11245768724216355,0.8140975905484276,9,29,seen
0.06675300002098083,0.3307613730430603,0.6024856269359589,0.1928420000606113,0.9790391437709332,9,26,seen
0.11590957641601562,0.3239227533340454,0.560167670249939,0.2962133619520399,0.9910658781345075,9,23,seen
0.044327083975076675,0.4655410647392273,0.49013185128569603,0.10835509416129853,0.8985750606904428,9,22,seen
0.051296986639499664,0.4580734074115753,0.490629605948925,0.10259397327899933,1.1039166133850813,9,18,seen
0.020216545090079308,0.4140026867389679,0.5657807681709528,0.14600838120612833,0.6686499987474896,9,65,seen
0.02182810753583908,0.4084262549877167,0.5697456374764442,0.16734882444143295,0.6663126946758415,9,69,seen
0.021206557750701904,0.35679301619529724,0.6220004260540009,0.1861464513672723,0.7121454153371893,9,79,seen
0.041183777153491974,0.24304863810539246,0.7157675847411156,0.48505337536334997,0.7903267081516484,9,106,seen
0.020335158333182335,0.375360369682312,0.6043044719845057,0.17397857685055998,0.6944991692956259,9,77,seen
0.01528298668563366,0.36530032753944397,0.6194166857749224,0.12226389348506927,0.7193226028353937,9,72,seen
0.10687464475631714,0.3383277654647827,0.5547975897789001,0.3087489737404717,0.9015460833907127,9,26,seen
0.10144258290529251,0.33225831389427185,0.5662991032004356,0.2592421563135253,1.0019137979700017,9,23,seen
0.12685182690620422,0.3647744655609131,0.5083737075328827,0.3523661858505673,0.8472895125548046,9,25,seen
0.06926900148391724,0.3540252149105072,0.5767057836055756,0.17702078157001072,1.0203256171483261,9,23,seen
0.02725221961736679,0.4146166145801544,0.5581311658024788,0.16956936650806,0.6794640279334525,9,56,seen
0.011283536441624165,0.37934020161628723,0.6093762619420886,0.11659654323011637,0.6827950886820993,9,93,seen
